sbid,tenure,expense,COUNT,perperson,entropy,chgexpense,chgcount,churn
1445484562,3641,121.76,11,7.128181818,1.903946752,0.055204091,1.2,0
1445484631,3634,330.74,120,11.30491667,3.947075071,0.195388174,-0.047619048,0
1445484642,3641,97,24,6.875833333,2.538169882,0,0.5,0
1445484687,2767,123.89,129,9.607054264,3.697082732,-0.43532361,-0.14,0
1445484695,2237,131,101,6.313267327,4.009896337,0.032960101,0.603174603,0
1445484738,2213,216.67,25,6.8124,2.322563783,0.007767442,0.136363636,0
1445484808,2270,139,27,12.36666667,2.314843715,-0.076718698,-0.307692308,0
1445484825,3629,147.77,93,5.379677419,3.856330614,-0.39712782,-0.07,0
1445484830,2349,353.98,222,8.923198198,4.299770351,0.083501684,0.150259067,0
1445484925,3601,184.29,175,2.723314286,4.340999149,-0.049267437,0.041666667,0
1445484987,3629,271.22,131,6.719618321,3.647918268,0.10647846,0.100840336,0
1445485008,3629,113.16,107,9.338971963,3.738748351,-0.396319018,-0.267123288,0
1445485052,3133,317.95,110,11.65718182,3.834040281,0.070827159,-0.075630252,0
1445485072,3639,110.93,44,6.945681818,3.102847308,0.063770618,0.047619048,0
1445485082,3637,202.6,21,2.561428571,2.510920883,-0.290318061,-0.533333333,0
1445485085,2133,178.5,119,9.646806723,3.298181919,-0.034299935,0.451219512,0
1445485111,2252,214,74,3.396486487,3.803150848,0,-0.063291139,0
1445485127,3618,214.6,122,4.501967213,4.065568846,0.001399907,0.008264463,0
1445485156,2768,124,105,2.826476191,3.706803004,-0.114285714,-0.139344262,0
1445485161,2221,97.82,34,9.362352941,2.491289475,0.06106953,0.0625,0
1445485177,2797,104.58,69,8.469855073,3.29429408,0.005576923,0.014705882,0
1445485198,3631,44.37,39,8.768974359,2.974874708,-0.194151834,0.344827586,0
1445485205,3630,163.5,40,4.69275,3.254934184,-0.362299622,-0.2,0
1445485207,2273,89.2,63,4.465714286,3.485812907,0,0.340425532,0
1445485291,2169,69.74,32,2.755625,2.630793155,-0.031388889,-0.288888889,0
1445485308,3624,165,108,5.57537037,3.864298883,0.050955414,0.009345794,0
1445485346,2332,158.07,68,6.125147059,3.076540055,0.020069695,0.192982456,0
1445485388,3627,193.75,119,7.78789916,3.848249781,-0.028335005,0.133333333,0
1445485450,3624,122.11,109,5.939908257,4.050433725,0.080237084,-0.076271186,0
1445485501,3641,140.25,137,6.067080292,3.498797777,0.012635379,0.234234234,0
1445485601,3638,146,47,9.810851064,3.088721319,0,0.119047619,0
1445485617,3629,99.35,49,10.29163265,2.510542791,0.005566802,0.065217391,0
1445485647,3625,180.25,97,10.85412371,3.429926392,0.065433266,0.043010753,0
1445485671,2255,249.5,76,12.65486842,3.00054956,-0.315557019,-0.371900826,0
1445485689,3639,166.3,105,7.485714286,3.628152674,0.039245094,0.206896552,0
1445485692,3626,97.5,65,3.877692308,3.189707004,0.002055499,0.101694915,0
1445485728,2188,75.31,12,1.66,1.678382028,-0.02763073,-0.4,0
1445485782,3116,369.3,186,3.112365591,4.443519766,0.011780822,0.033333333,0
1445485832,2141,49.5,56,9.034285714,2.900098233,0,0.098039216,0
1445485862,2134,421.8,200,2.53265,4.404052619,0.326832337,0.515151515,0
1445485870,2268,206.24,140,8.323214286,3.964270087,-0.212253161,-0.108280255,0
1445485874,3139,116.44,28,4.803928571,2.157237149,0.032269504,-0.176470588,0
1445485899,3633,165.73,22,19.63954546,1.707664084,0.241702255,0.047619048,0
1445485912,2276,204,40,3.89325,2.857602338,0,5.666666667,0
1445485941,3639,67.4,123,4.109349594,4.056871869,-0.247767857,-0.221518987,0
1445485960,3629,119.15,73,9.508767123,3.0845466,-0.006752251,0.140625,0
1445485982,3625,214.7,210,7.669619048,4.291261099,-0.03505618,-0.04109589,0
1445485998,2763,120.22,70,3.717,3.721735262,0.072435326,0.147540984,0
1445486004,2195,272.62,36,7.548333333,2.616212298,0.390776451,-0.2,0
1445486014,3134,110.57,102,9.113235294,3.760929304,0.055157935,0.096774194,0
1445486030,2990,228.28,194,4.721237113,3.991802478,-0.050534459,0.319727891,0
1445486037,2357,84.44,39,6.055897436,3.055227381,0.211477762,0.147058824,0
1445486052,3634,160.34,139,11.80956835,3.928489832,-0.001059124,0.01459854,0
1445486071,3637,118.62,79,6.515316456,3.609320648,0.027457774,0,0
1445486164,3633,317.54,215,6.203860465,4.306474448,0.011306093,0.004672897,0
1445486174,3134,97.92,129,5.881627907,3.658045508,0.043144775,0.29,0
1445486202,2368,46.33,33,11.68393939,2.96621175,-0.393348173,-0.266666667,0
1445486224,3638,187,113,4.226017699,4.130993693,0,0.141414141,0
1445486231,3625,196.7,30,13.11466667,2.570111692,0.548940862,0.764705882,0
1445486271,3623,233.96,104,8.040769231,3.263067284,-0.336321343,-0.079646018,0
1445486320,2365,433.52,136,14.92786765,3.971836503,-0.068400129,-0.122580645,0
1445486520,2763,249,23,4.62,2.015684697,0.000441962,2.285714286,0
1445486524,3631,101.28,44,3.846590909,2.642809223,0.017071701,0.073170732,0
1445486546,4516,354,99,5.158989899,3.376037174,0,0.222222222,0
1445486564,2218,115.43,57,4.164035088,3.427766616,0.030625,-0.173913043,0
1445486595,3882,411.45,157,7.62611465,4.167699576,-0.002061606,0.075342466,0
1445486599,2234,101.2,45,7.133777778,3.299109027,-0.213063764,0.216216216,0
1445486642,3625,81.61,70,7.864,3.393108809,-0.311249895,-0.166666667,0
1445486646,4516,187.02,49,4.660408163,3.150156493,0.085495386,0.689655172,0
1445486658,2176,99,66,7.12530303,3.559638444,0.026119403,0.32,0
1445486755,2070,100.3,24,15.18375,1.970150851,-0.055555556,1,0
1445486761,3640,96.27,98,6.018979592,3.676284894,-0.631572905,-0.048543689,0
1445486764,3639,247.49,100,11.2003,3.08230105,-0.042443705,0.190476191,0
1445486768,2354,478.85,179,11.16273743,4.12251506,-0.198309057,0.022857143,0
1445486769,2150,118.87,80,10.34875,3.412357705,0.078773028,-0.14893617,0
1445486771,3618,203.31,168,3.836547619,4.087013041,0.044007395,0.090909091,0
1445486795,2350,129.6,180,5.682166667,4.410512639,0.167567568,0.161290323,0
1445486804,3634,343.47,103,14.46330097,3.620793063,0.070500234,0.226190476,0
1445486819,3639,232.05,67,19.37761194,2.203339193,-0.176105095,0.264150943,0
1445486855,2780,104,80,6.94675,3.301964191,-0.17754053,0.081081081,0
1445486877,2764,314.12,105,3.922285714,3.752759484,0.006827142,-0.036697248,0
1445486911,3633,118.5,92,5.443586957,3.795936093,0.032229965,0.533333333,0
1445486946,4515,85.65,41,5.462682927,3.279005356,-0.040336134,0.863636364,0
1445486956,4515,194,87,4.176206897,3.484992255,0,-0.09375,0
1445487003,2338,224.35,145,9.138275862,4.196697199,0.02653855,0.050724638,0
1445487040,2750,371.82,96,21.09645833,3.174872653,0.024297521,0.021276596,0
1445487091,2767,249,79,9.255063291,3.630970629,0.037283899,-0.024691358,0
1445487109,2200,109,53,6.118490566,3.313091682,-0.121817596,-0.184615385,0
1445487191,2256,363,50,10.3232,2.776651742,0,-0.090909091,0
1445487193,3560,456.97,209,6.081722488,4.617661384,0.186134039,0.024509804,0
1445487229,3634,404.14,48,10.09270833,3.262378104,2.312622951,0.11627907,0
1445487239,3637,70.18,60,4.0105,3.444534874,0.017101449,0.2,0
1445487241,2793,91.77,99,7.062121212,3.6952113,-0.378336269,-0.181818182,0
1445487260,2795,249,81,14.12987654,3.10718477,0,0.065789474,0
1445487273,2099,89.2,53,9.033962264,2.960160158,0.001122335,-0.018518519,0
1445487279,2250,254.23,216,8.726157407,4.303521307,-0.242619239,0.085427136,0
1445487366,2748,191.08,79,7.843417722,3.570938595,-0.001150026,-0.288288288,0
1445487404,2191,230.87,43,3.01372093,3.197771402,-0.006155833,-0.552083333,0
1445487421,2753,198.25,158,8.066265823,3.844900829,0.156313794,-0.141304348,0
1445487462,4357,160.4,67,8.521940299,3.646475273,-0.260897613,-0.316326531,0
1445487472,3627,140.07,78,8.74,3.281014577,0.31954781,0.444444444,0
1445487484,2165,152.9,62,10.46758065,3.136140721,-0.172126266,-0.279069767,0
1445487498,2794,103.6,65,6.838,3.467826191,0.015686275,0.160714286,0
1445487510,2771,99.4,75,4.6784,3.503610047,-0.003009027,0.271186441,0
1445487547,3424,305.58,82,18.64536585,3.031786969,-0.765223805,0.223880597,0
1445487574,3641,66.17,17,4.234117647,2.114956232,0.224916698,0.888888889,0
1445487579,3637,134.2,46,4.425217391,3.043891649,0.043383611,0.277777778,0
1445487581,3621,163.43,104,11.15769231,3.266639256,-0.051755149,0.06122449,0
1445487621,2199,131.62,52,7.550576923,3.24121355,-0.182687531,-0.315789474,0
1445487678,2333,320.7,89,17.54067416,2.605457521,-0.592249304,0.219178082,0
1445487688,3428,265,94,10.26244681,3.300119394,0.338654274,-0.253968254,0
1445487776,3575,143.4,62,6.516935484,2.108192387,0.004905396,-0.326086957,0
1445487786,2496,213.52,20,6.396,1.849605766,0.415070581,-0.310344828,0
1445487789,3633,317.47,41,11.60804878,1.444643965,0.178871147,0.171428571,0
1445487794,2252,237.1,120,7.866,3.836504525,0.148517729,-0.008264463,0
1445487836,4520,361.79,118,4.718389831,3.921221678,0.014810244,-0.070866142,0
1445487886,778,340.65,94,13.03382979,2.765393629,0.044618215,0.220779221,0
1445487889,3618,97.19,38,8.423684211,2.851447052,0.03393617,-0.24,0
1445487896,3553,107.4,68,4.429705882,3.523855927,0.085835608,-0.116883117,0
1445487906,3575,115.81,63,5.013015873,3.423746037,0.030704877,0.4,0
1445487911,3630,223.01,24,7.327083333,1.453293894,0.043907691,-0.414634146,0
1445487923,2089,99.57,42,13.47833333,3.181623852,0.556267584,0.2,0
1445487996,4515,94,43,6.539302326,2.746175728,0.119047619,0.264705882,0
1445488043,2794,129.33,109,4.910458716,3.473768454,0.357082896,0.329268293,0
1445488067,2798,155.6,52,7.980961539,2.793572578,0.023011177,0.3,0
1445488073,2793,149,58,6.466724138,3.32495168,-0.016176956,-0.183098592,0
1445488090,2760,334.54,147,5.926802721,4.201395442,-0.07542216,-0.026490066,0
1445488098,2332,448.67,150,5.012666667,4.118311578,0.098335373,-0.044585987,0
1445488111,2778,171.15,70,16.18671429,3.121143324,-0.001982623,0.346153846,0
1445488210,2791,221.99,10,8.655,2.09145553,-0.055602825,-0.642857143,0
1445488229,3618,240,96,6.9753125,3.503429616,0,-0.085714286,0
1445488250,2127,161.9,91,16.23340659,3.580501151,0.584148728,0.22972973,0
1445488259,3627,161.2,173,5.272543353,4.359890793,0.187914517,1.084337349,0
1445488273,3589,49,39,4.823846154,3.055763202,-0.02,0.114285714,0
1445488275,2755,130.97,121,3.776033058,3.85017288,-0.172646873,0.034188034,0
1445488284,3626,138.94,83,12.33144578,3.445758396,-0.15486618,0.220588235,0
1445488302,2356,95.45,72,5.969305556,3.335661949,0.025241676,-0.076923077,0
1445488359,2210,134.01,162,4.697469136,4.198978417,-0.29259924,-0.177664975,0
1445488363,4514,190.51,194,6.061185567,4.460196952,0.165555216,0.395683453,0
1445488449,3129,158.8,21,17.98,1.154577771,0.08625761,0.5,0
1445488505,2767,194.04,91,6.668241758,3.523606376,0.161916168,0.083333333,0
1445488544,3626,115.05,101,8.937524753,3.571366064,0.240832614,-0.047169811,0
1445488644,2210,78.59,53,6.861509434,2.660055339,-0.153763325,-0.086206897,0
1445488693,4516,147.38,35,6.716,2.295184988,-0.188123175,0.060606061,0
1445488704,3633,149.11,47,7.475744681,2.307134141,-0.110587534,0.205128205,0
1445488735,2721,78.05,139,3.89676259,3.964069776,-0.52483867,0.158333333,0
1445488761,2795,188.89,138,5.298913044,4.122856419,-0.053420195,-0.233333333,0
1445488777,3591,224.79,214,8.477616822,4.521071349,0.116137041,0.028846154,0
1445488838,3590,205.46,118,4.871101695,3.763099977,0.246345162,-0.099236641,0
1445488845,2787,190.47,118,6.878050848,4.021313811,-0.035399575,-0.048387097,0
1445488936,4513,198.6,169,7.028047337,3.973267823,-0.006006006,-0.066298343,0
1445488983,4515,170.9,58,8.770689655,3.173891633,0.107582631,0.115384615,0
1445489004,3626,201,62,7.408709677,3.517602896,-0.002431882,0.377777778,0
1445489060,2081,97.09,49,22.14836735,2.414634219,0.073885632,0.166666667,0
1445489127,3590,87.78,26,2.336153846,2.797557542,-0.105836814,-0.133333333,0
1445489141,2353,146.46,44,7.859090909,2.590254105,0.090868464,0.047619048,0
1445489163,4515,213.98,156,6.218076923,3.861379656,0.215795455,0.289256198,0
1445489178,4514,76.8,48,5.461875,3.306944978,0.151424288,0.297297297,0
1445489186,3577,100.23,28,3.3625,2.430970278,-0.009095403,0.555555556,0
1445489217,4515,313.49,292,4.443527397,4.928260468,0.101510893,0.054151625,0
1445489225,3589,8.74,51,3.450588235,3.252761057,-0.859711075,0.159090909,0
1445489262,2771,203.49,116,4.586551724,3.799938702,-0.107734807,0.208333333,0
1445489330,3588,179,100,4.9888,3.557989551,0,0.162790698,0
1445489339,3630,100.2,50,5.6046,3.289076239,-0.320631907,-0.382716049,0
1445489420,2753,72.8,38,3.730263158,2.727248801,-0.049608355,-0.309090909,0
1445489436,4512,199.38,21,12.37571429,1.68850133,-0.003797342,-0.4,0
1445489444,3625,306,149,3.73261745,4.122307775,0,0.15503876,0
1445489447,3592,140.95,130,8.216384615,3.838961481,0.180288059,-0.051094891,0
1445489485,3590,213.64,189,3.313756614,4.386272209,0.533668342,-0.108490566,0
1445489517,3591,109.1,43,5.715813954,2.797024568,0.04803074,0.303030303,0
1445489583,3592,271.96,70,4.703428571,3.152287288,0.136243994,0.228070175,0
1445489633,3592,194.09,55,4.969818182,3.539485551,0.065784416,0.30952381,0
1445489636,2576,282.47,76,14.21473684,2.98038784,-0.094502324,-0.084337349,0
1445489653,3575,295.96,55,4.809636364,2.977720185,0.105400762,-0.098360656,0
1445489686,3073,128.44,51,9.999215686,2.427000907,0.669786792,0,0
1445489724,2791,112.85,43,7.395348837,2.420328412,-0.041206457,0.023809524,0
1445489809,2359,142.02,94,5.568191489,3.778313538,-0.156951205,-0.104761905,0
1445489810,3588,161.55,177,5.48779661,4.394558865,0.086781029,0.195945946,0
1445489814,2136,107.64,46,2.41,3.205600824,1.377733598,0.483870968,0
1445489816,3086,89.9,67,4.550149254,2.959274362,0.003348214,-0.12987013,0
1445489830,3584,320.06,120,7.60175,3.808445407,0.421036274,0.008403361,0
1445489852,3526,450.19,67,4.505373134,3.606312348,0.163853055,-0.450819672,0
1445489885,2682,200,142,5.95943662,4.256306817,-0.053702389,-0.065789474,0
1445489902,2093,197,65,3.413538462,3.527559324,0.279220779,-0.329896907,0
1445489924,3628,224.76,180,6.421055556,4.459240522,-0.117515411,0.065088757,0
1445489948,2791,178,166,5.765120482,4.491676498,-0.247261809,-0.082872928,0
1445489954,3630,345.01,87,4.137471264,3.789489092,0.083267921,0.048192771,0
1445490057,3589,149,169,3.567751479,3.870439222,-0.094830205,-0.19138756,0
1445490058,4515,171.49,57,3.995614035,3.412215682,0.010309886,-0.017241379,0
1445490101,2779,358.5,70,5.971285714,3.28993094,0.00673968,0.076923077,0
1445490117,4515,279.15,158,5.38056962,4.382715807,0.000394209,0.244094488,0
1445490184,2797,98.4,110,8.692818182,3.852976225,0.027139875,0.25,0
1445490194,2357,259.9,119,12.77621849,3.490473804,0.058655805,-0.024590164,0
1445490240,2077,101.79,42,5.974761905,2.950667186,-0.046553016,0.024390244,0
1445490253,2611,168,138,8.805797101,4.065252907,0.013268999,-0.007194245,0
1445490278,3573,119.35,45,4.466888889,3.140353853,-0.029516995,0.071428571,0
1445490329,2990,219.69,190,5.489421053,4.062537602,-0.086262114,0.055555556,0
1445490337,3590,234.6,213,6.160516432,4.588015914,-0.026354015,0.044117647,0
1445490411,2079,49,48,3.0575,3.386436083,-0.420118343,0.090909091,0
1445490422,2755,304.92,98,11.07438776,3.707674651,-0.074738279,-0.169491525,0
1445490463,2743,201.3,13,19.18846154,1.600094998,0.009022556,0,0
1445490473,2742,427.5,138,15.54630435,3.563998461,0.104651163,-0.007194245,0
1445490478,2748,120.75,146,7.181438356,4.146327548,-0.181744257,0,0
1445490542,3646,326.8,232,7.520387931,4.459548027,-0.11792491,-0.033333333,0
1445490565,3578,72,43,3.652325581,2.994486355,-0.165701043,0.048780488,0
1445490580,3590,159.8,105,5.244666667,3.393409368,-0.02786227,0.082474227,0
1445490623,4511,246.03,55,6.378727273,3.15566004,-0.07399601,-0.083333333,0
1445490635,2612,246,124,4.923629032,3.938354022,-0.108695652,-0.023622047,0
1445490640,2726,90.8,18,8.942777778,1.74666288,0.043678161,1,0
1445490668,3581,116.57,30,4.149,2.87496975,0.11528894,0.428571429,0
1445490685,3578,144.37,59,3.718474576,3.437966936,-0.010825625,-0.048387097,0
1445490691,2331,214.85,146,7.270958904,3.78770372,0.107474227,0.149606299,0
1445490703,2607,84.17,72,7.834861111,3.329640466,0.081459591,0.043478261,0
1445490727,2496,189.8,154,6.607662338,4.041097223,-0.016580311,0.203125,0
1445490735,3582,224.92,43,15.38790698,1.755767458,-0.021235857,0.162162162,0
1445490745,4512,218,126,6.749126984,3.991460646,0,-0.106382979,0
1445490765,4513,159,174,2.175632184,3.967196857,-0.111731844,0.101265823,0
1445490772,3588,91.7,65,6.102153846,3.157058939,0.005482456,0.181818182,0
1445490805,4512,159.75,56,3.8075,3.510268131,-0.266023432,-0.050847458,0
1445490826,2589,331,165,10.65975758,4.070768516,-0.079660781,-0.06779661,0
1445490835,3574,263.7,109,13.45522936,3.505444573,0.013451191,-0.009090909,0
1445490838,3578,191.65,217,8.253456221,4.008414224,0.285810131,0.074257426,0
1445490860,4572,242.15,170,5.482058824,4.484629532,0.036956149,-0.05027933,0
1445490890,2748,142.8,104,5.255576923,4.034207526,-0.069161072,0.209302326,0
1445490949,4026,206.53,176,6.723579546,4.352417934,0.171867907,0.135483871,0
1445490953,4514,213.5,85,6.331764706,3.41976812,0.03490063,0.049382716,0
1445490960,3592,179.61,226,5.878495575,4.474322489,0.129338531,0.625899281,0
1445490966,4512,211.41,94,5.250851064,3.783378627,-0.046715065,0,0
1445490973,4513,275.47,99,14.26383838,3.365048495,-0.182581602,-0.1,0
1445490985,2469,174,125,5.572,3.809012035,-0.203296703,-0.161073826,0
1445490987,3587,281.95,246,7.61597561,4.624199705,-0.093291742,0.294736842,0
1445490998,4521,148.15,78,9.326410256,3.277576673,1.751160631,-0.060240964,0
1445491017,2503,304,87,7.313448276,3.38057555,-0.004812257,-0.02247191,0
1445491060,4514,165.46,127,4.998582677,4.140388489,-0.282169197,0.186915888,0
1445491091,2756,177,142,10.67183099,3.559859188,-0.037677377,0.14516129,0
1445491155,2610,40,67,5.965373134,2.808434504,0,0.675,0
1445491162,4516,107.15,67,7.892537313,3.249033521,0.036467402,0.175438597,0
1445491230,4521,241.45,114,7.59877193,3.759528089,-0.164503962,-0.102362205,0
1445491235,4514,179,123,3.56504065,4.178481203,-0.134847753,0.28125,0
1445491279,3971,55.99,39,12.53076923,2.658531588,-0.308765432,-0.071428571,0
1445491289,2987,112.8,54,8.478333333,3.074509113,0.034862385,0.14893617,0
1445491305,3575,257.99,54,7.758518519,2.966187229,-0.201021988,0.125,0
1445491375,4512,79.01,33,9.141212121,2.941541469,0.002664975,0.1,0
1445491445,4514,236.38,98,4.405816327,4.021047962,-0.013603739,0.256410256,0
1445491482,4514,411.44,28,5.024285714,2.710870479,-0.032952569,0,0
1445491498,2588,215.05,102,11.59529412,3.480458055,-0.035001122,-0.097345133,0
1445491501,4514,133,73,3.093561644,3.783688337,0,-0.223404255,0
1445491527,4512,398.33,173,11.88583815,3.77522857,0.044471248,0.123376623,0
1445491582,3590,167.5,80,6.11725,3.398209521,-0.039509146,0.126760563,0
1445491592,3588,157.92,215,8.642139535,4.514224416,-0.082713755,0.059113301,0
1445491609,2123,147.2,84,9.202261905,3.458039084,-0.00412692,0.037037037,0
1445491620,4514,276.51,107,10.05392523,3.628754605,0.056026581,-0.230215827,0
1445491629,2760,138.1,132,5.846590909,4.188611181,-0.136875,-0.204819277,0
1445491642,2727,102.72,43,12.57906977,2.515355872,-0.220873786,-0.156862745,0
1445491668,3575,190.1,59,4.210338983,3.315844992,0.004226096,0.113207547,0
1445491669,3623,133.75,152,3.839276316,4.239872647,0.036821705,0.475728155,0
1445491687,2468,64.5,22,22.44636364,2.311490589,-0.412300683,-0.083333333,0
